"","mode","alt","chid","X1.0","X0.1"
"1",0,"beach",1,-15.793,0.0678
"2",0,"boat",1,-15.793,0.2601
"3",1,"charter",1,-18.293,0.5391
"4",0,"pier",1,-15.793,0.0503
"13",0,"beach",4,-1.5134,0.0678
"14",0,"boat",4,-5.593,0.1643
"15",0,"charter",4,-8.493,0.5391
"16",1,"pier",4,-1.5134,0.0789
"21",0,"beach",6,-19.2474,0.5333
"22",0,"boat",6,-2.8934,0.1665
"23",1,"charter",6,-6.3934,0.3975
"24",0,"pier",6,-19.2474,0.4522
"29",0,"beach",8,-1.5134,0.0678
"30",0,"boat",8,-2.1714,0.0102
"31",1,"charter",8,-5.6714,0.0209
"32",0,"pier",8,-1.5134,0.0789
"33",0,"beach",9,-3.4914,0.2537
"34",1,"boat",9,-3.4914,0.0233
"35",0,"charter",9,-5.3414,0.0219
"36",0,"pier",9,-3.4914,0.1498
"37",0,"beach",10,-2.8314,0.2537
"38",1,"boat",10,-2.8314,0.0233
"39",0,"charter",10,-4.6814,0.0219
"40",0,"pier",10,-2.8314,0.1498
"41",0,"beach",11,-3.4914,0.1049
"42",0,"boat",11,-2.4334,0.1574
"43",0,"charter",11,-4.8334,0.4671
"44",1,"pier",11,-3.4914,0.0451
"49",0,"beach",13,-1.7862,0.1049
"50",0,"boat",13,-0.4122,0.0023
"51",0,"charter",13,-2.8122,0.0046
"52",1,"pier",13,-1.7862,0.0451
"53",0,"beach",14,-1.5134,0.0678
"54",0,"boat",14,-5.593,0.0014
"55",0,"charter",14,-8.493,0.0029
"56",1,"pier",14,-1.5134,0.0789
"57",1,"beach",15,-7.4514,0.2537
"58",0,"boat",15,-7.4514,0.2339
"59",0,"charter",15,-9.3014,0.6288
"60",0,"pier",15,-7.4514,0.1498
"65",1,"beach",17,-4.8114,0.1049
"66",0,"boat",17,-3.3534,0.1574
"67",0,"charter",17,-5.7534,0.4671
"68",0,"pier",17,-4.8114,0.0451
"73",0,"beach",19,-21.1344,0.5333
"74",1,"boat",19,-1.1322,0.0361
"75",0,"charter",19,-4.6322,0.4216
"76",0,"pier",19,-21.1344,0.0069
"77",0,"beach",20,-4.9062,0.1049
"78",1,"boat",20,-1.1322,0.1574
"79",0,"charter",20,-3.5322,0.4671
"80",0,"pier",20,-4.9062,0.0451
"85",0,"beach",22,-8.8062,0.1049
"86",0,"boat",22,-2.0322,0.0023
"87",1,"charter",22,-4.4322,0.0046
"88",0,"pier",22,-8.8062,0.0451
"89",0,"beach",23,-10.0674,0.5333
"90",1,"boat",23,-1.5134,0.1665
"91",0,"charter",23,-5.0134,0.3975
"92",0,"pier",23,-10.0674,0.4522
"93",0,"beach",24,-2.8314,0.1049
"94",0,"boat",24,-1.9734,0.0613
"95",1,"charter",24,-4.3734,0.3087
"96",0,"pier",24,-2.8314,0.0079
"105",0,"beach",27,-5.032,0.1049
"106",0,"boat",27,-4.9062,0.1574
"107",0,"charter",27,-7.3062,0.4671
"108",1,"pier",27,-5.032,0.0451
"109",0,"beach",28,-7.2462,0.0678
"110",1,"boat",28,-7.432,0.0897
"111",0,"charter",28,-10.932,1.0905
"112",0,"pier",28,-7.2462,0.0789
"113",0,"beach",29,-7.0074,0.5333
"114",0,"boat",29,-1.0534,0.0156
"115",1,"charter",29,-4.5534,0.0058
"116",0,"pier",29,-7.0074,0.4522
"125",0,"beach",32,-4.9062,0.1049
"126",0,"boat",32,-1.1322,0.0613
"127",1,"charter",32,-3.5322,0.3087
"128",0,"pier",32,-4.9062,0.0079
"133",1,"beach",34,-0.9522,0.0678
"134",0,"boat",34,-7.8292,0.0014
"135",0,"charter",34,-10.7292,0.0029
"136",0,"pier",34,-0.9522,0.0789
"137",0,"beach",35,-2.5662,0.1049
"138",0,"boat",35,-0.5922,0.0613
"139",0,"charter",35,-2.9922,0.3087
"140",1,"pier",35,-2.5662,0.0079
"145",0,"beach",37,-12.0004,0.0678
"146",0,"boat",37,-25.264,0.0014
"147",0,"charter",37,-28.164,0.0029
