"","mode","alt","chid","X1.0","X0.1"
"5",0,"beach",2,-1.5114,0.1049
"6",0,"boat",2,-1.0534,0.1574
"7",1,"charter",2,-3.4534,0.4671
"8",0,"pier",2,-1.5114,0.0451
"9",0,"beach",3,-16.1874,0.5333
"10",1,"boat",3,-2.4334,0.2413
"11",0,"charter",3,-5.9334,1.0266
"12",0,"pier",3,-16.1874,0.4522
"17",0,"beach",5,-10.693,0.0678
"18",1,"boat",5,-4.1514,0.1082
"19",0,"charter",5,-7.1014,0.324
"20",0,"pier",5,-10.693,0.0503
"37",0,"beach",10,-2.8314,0.2537
"38",1,"boat",10,-2.8314,0.0233
"39",0,"charter",10,-4.6814,0.0219
"40",0,"pier",10,-2.8314,0.1498
"41",0,"beach",11,-3.4914,0.1049
"42",0,"boat",11,-2.4334,0.1574
"43",0,"charter",11,-4.8334,0.4671
"44",1,"pier",11,-3.4914,0.0451
"61",0,"beach",16,-3.3534,0.0678
"62",0,"boat",16,-12.393,0.1643
"63",0,"charter",16,-15.293,0.5391
"64",1,"pier",16,-3.3534,0.0789
"65",1,"beach",17,-4.8114,0.1049
"66",0,"boat",17,-3.3534,0.1574
"67",0,"charter",17,-5.7534,0.4671
"68",0,"pier",17,-4.8114,0.0451
"73",0,"beach",19,-21.1344,0.5333
"74",1,"boat",19,-1.1322,0.0361
"75",0,"charter",19,-4.6322,0.4216
"76",0,"pier",19,-21.1344,0.0069
"77",0,"beach",20,-4.9062,0.1049
"78",1,"boat",20,-1.1322,0.1574
"79",0,"charter",20,-3.5322,0.4671
"80",0,"pier",20,-4.9062,0.0451
"85",0,"beach",22,-8.8062,0.1049
"86",0,"boat",22,-2.0322,0.0023
"87",1,"charter",22,-4.4322,0.0046
"88",0,"pier",22,-8.8062,0.0451
"93",0,"beach",24,-2.8314,0.1049
"94",0,"boat",24,-1.9734,0.0613
"95",1,"charter",24,-4.3734,0.3087
"96",0,"pier",24,-2.8314,0.0079
"97",0,"beach",25,-3.3462,0.0678
"98",0,"boat",25,-3.432,0.0559
"99",1,"charter",25,-6.932,0.6456
"100",0,"pier",25,-3.3462,0.0789
"101",1,"beach",26,-6.7784,0.5333
"102",0,"boat",26,-1.7862,0.2413
"103",0,"charter",26,-5.2862,1.0266
"104",0,"pier",26,-6.7784,0.4522
"109",0,"beach",28,-7.2462,0.0678
"110",1,"boat",28,-7.432,0.0897
"111",0,"charter",28,-10.932,1.0905
"112",0,"pier",28,-7.2462,0.0789
"117",0,"beach",30,-13.1274,0.5333
"118",0,"boat",30,-1.9734,0.0156
"119",1,"charter",30,-5.4734,0.0058
"120",0,"pier",30,-13.1274,0.4522
"129",0,"beach",33,-3.3462,0.1049
"130",1,"boat",33,-0.7722,0.0023
"131",0,"charter",33,-3.1722,0.0046
"132",0,"pier",33,-3.3462,0.0451
"137",0,"beach",35,-2.5662,0.1049
"138",0,"boat",35,-0.5922,0.0613
"139",0,"charter",35,-2.9922,0.3087
"140",1,"pier",35,-2.5662,0.0079
"141",0,"beach",36,-14.4144,0.5333
"142",0,"boat",36,-0.7722,0.0361
"143",1,"charter",36,-4.2722,0.4216
"144",0,"pier",36,-14.4144,0.0069
"157",0,"beach",40,-3.2604,0.0678
"158",0,"boat",40,-6.864,0.1643
"159",0,"charter",40,-9.764,0.5391
"160",1,"pier",40,-3.2604,0.0789
"169",0,"beach",43,-23.1472,0.5333
"170",1,"boat",43,-1.5096,0.2413
"171",0,"charter",43,-5.0096,1.0266
"172",0,"pier",43,-23.1472,0.4522
"181",0,"beach",46,-1.9896,0.0678
"182",0,"boat",46,-8.9532,0.0014
"183",0,"charter",46,-11.8532,0.0029
"184",1,"pier",46,-1.9896,0.0789
"185",0,"beach",47,-34.1872,0.5333
"186",0,"boat",47,-2.2296,0.2413
"187",1,"charter",47,-5.7296,1.0266
"188",0,"pier",47,-34.1872,0.4522
"197",1,"beach",50,-1.1322,0.0678
"198",0,"boat",50,-9.3092,0.1643
"199",0,"charter",50,-12.2092,0.5391
"200",0,"pier",50,-1.1322,0.0789
"205",0,"beach",52,-0.5922,0.0678
"206",0,"boat",52,-4.8692,0.1643
"207",0,"charter",52,-7.7692,0.5391
"208",1,"pier",52,-0.5922,0.0789
"209",0,"beach",53,-17.7744,0.5333
"210",1,"boat",53,-0.9522,0.2413
"211",0,"charter",53,-4.4522,1.0266
"212",0,"pier",53,-17.7744,0.4522
"237",0,"beach",60,-14.4144,0.5333
"238",0,"boat",60,-0.7722,0.2413
"239",1,"charter",60,-4.2722,1.0266
"240",0,"pier",60,-14.4144,0.4522
"241",0,"beach",61,-0.5922,0.0678
"242",0,"boat",61,-4.8692,0.0014
"243",0,"charter",61,-7.7692,0.0029
"244",1,"pier",61,-0.5922,0.0789
"245",0,"beach",62,-9.3092,0.0678
"246",0,"boat",62,-9.3092,0.2601
"247",0,"charter",62,-11.8092,0.5391
"248",1,"pier",62,-9.3092,0.0503
"257",0,"beach",65,-0.9522,0.0678
"258",0,"boat",65,-7.8292,0.1643
"259",0,"charter",65,-10.7292,0.5391
"260",1,"pier",65,-0.9522,0.0789
"269",0,"beach",68,-17.7744,0.5333
"270",0,"boat",68,-0.9522,0.1665
"271",1,"charter",68,-4.4522,0.3975
"272",0,"pier",68,-17.7744,0.4522
"273",0,"beach",69,-24.4944,0.5333
"274",1,"boat",69,-1.3122,0.2413
"275",0,"charter",69,-4.8122,1.0266
"276",0,"pier",69,-24.4944,0.4522
"277",0,"beach",70,-3.3462,0.1049
"278",0,"boat",70,-0.7722,0.1574
"279",0,"charter",70,-3.1722,0.4671
"280",1,"pier",70,-3.3462,0.0451
"289",0,"beach",73,-34.5744,0.5333
"290",0,"boat",73,-1.8522,0.1665
"291",1,"charter",73,-5.3522,0.3975
"292",0,"pier",73,-34.5744,0.4522
"297",0,"beach",75,-6.4662,0.1049
"298",1,"boat",75,-1.4922,0.0023
"299",0,"charter",75,-3.8922,0.0046
"300",0,"pier",75,-6.4662,0.0451
"301",1,"beach",76,-0.9522,0.0678
"302",0,"boat",76,-7.8292,0.1643
"303",0,"charter",76,-10.7292,0.5391
"304",0,"pier",76,-0.9522,0.0789
"309",0,"beach",78,-3.3892,0.0678
"310",1,"boat",78,-3.3892,0.2601
"311",0,"charter",78,-5.8892,0.5391
"312",0,"pier",78,-3.3892,0.0503
"313",0,"beach",79,-14.4144,0.5333
"314",0,"boat",79,-0.7722,0.0361
"315",1,"charter",79,-4.2722,0.4216
"316",0,"pier",79,-14.4144,0.0069
"325",1,"beach",82,-0.7722,0.0678
"326",0,"boat",82,-6.3492,0.0014
"327",0,"charter",82,-9.2492,0.0029
"328",0,"pier",82,-0.7722,0.0789
"341",0,"beach",86,-0.8514,0.2537
"342",1,"boat",86,-3.9474,0.6817
"343",0,"charter",86,-6.4474,2.3014
"344",0,"pier",86,-0.8514,0.1498
"345",0,"beach",87,-3.8134,0.0678
"346",0,"boat",87,-5.4714,0.0559
"347",1,"charter",87,-8.9714,0.6456
"348",0,"pier",87,-3.8134,0.0789
"349",0,"beach",88,-2.4334,0.0678
"350",1,"boat",88,-3.4914,0.0897
"351",0,"charter",88,-6.9914,1.0905
"352",0,"pier",88,-2.4334,0.0789
"353",0,"beach",89,-10.0674,0.5333
"354",0,"boat",89,-1.5134,0.2413
"355",0,"charter",89,-5.0134,1.0266
"356",1,"pier",89,-10.0674,0.4522
"357",0,"beach",90,-10.4214,0.2537
"358",0,"boat",90,-10.4214,0.2339
"359",0,"charter",90,-12.2714,0.6288
"360",1,"pier",90,-10.4214,0.1498
"361",0,"beach",91,-16.1874,0.5333
"362",0,"boat",91,-2.4334,0.0156
"363",1,"charter",91,-5.9334,0.0058
"364",0,"pier",91,-16.1874,0.4522
"365",0,"beach",92,-4.8114,0.1049
"366",0,"boat",92,-3.3534,0.1574
"367",1,"charter",92,-5.7534,0.4671
"368",0,"pier",92,-4.8114,0.0451
"373",0,"beach",94,-7.2462,0.0678
"374",0,"boat",94,-7.432,0.0102
"375",1,"charter",94,-10.932,0.0209
"376",0,"pier",94,-7.2462,0.0789
"377",0,"beach",95,-42.2984,0.5333
"378",1,"boat",95,-11.1462,0.0051
"379",0,"charter",95,-14.6462,1.0266
"380",0,"pier",95,-42.2984,0.4522
"385",0,"beach",97,-7.2462,0.0678
"386",1,"boat",97,-7.432,0.0897
"387",0,"charter",97,-10.932,1.0905
"388",0,"pier",97,-7.2462,0.0789
"389",0,"beach",98,-21.0566,0.0678
"390",0,"boat",98,-4.974,0.0732
"391",1,"charter",98,-7.924,0.1726
"392",0,"pier",98,-21.0566,0.0052
"397",1,"beach",100,-3.174,0.2537
"398",0,"boat",100,-3.8088,0.2339
"399",0,"charter",100,-5.6588,0.6288
"400",0,"pier",100,-3.174,0.1498
"413",0,"beach",104,-4.277,0.0678
"414",0,"boat",104,-1.974,0.0559
"415",1,"charter",104,-5.474,0.6456
"416",0,"pier",104,-4.277,0.0789
"441",0,"beach",111,-5.6862,0.0678
"442",1,"boat",111,-5.832,0.0108
"443",0,"charter",111,-9.332,0.2377
"444",0,"pier",111,-5.6862,0.0025
"453",1,"beach",114,-4.232,0.2537
"454",0,"boat",114,-4.232,0.0233
"455",0,"charter",114,-6.082,0.0219
"456",0,"pier",114,-4.232,0.1498
"465",0,"beach",117,-5.832,0.2537
"466",1,"boat",117,-5.832,0.0233
"467",0,"charter",117,-7.682,0.0219
"468",0,"pier",117,-5.832,0.1498
"469",0,"beach",118,-7.7234,0.0678
"470",0,"boat",118,-7.3002,0.0102
"471",1,"charter",118,-10.8002,0.0209
"472",0,"pier",118,-7.7234,0.0789
"473",0,"beach",119,-15.015,0.5333
"474",0,"boat",119,-6.2634,0.2413
"475",1,"charter",119,-9.7634,1.0266
"476",0,"pier",119,-15.015,0.4522
"477",0,"beach",120,-13.5634,0.0678
"478",0,"boat",120,-26.7552,0.1643
"479",1,"charter",120,-29.6552,0.0041
"480",0,"pier",120,-13.5634,0.0789
"481",1,"beach",121,-7.3002,0.2537
"482",0,"boat",121,-7.3002,0.2339
"483",0,"charter",121,-9.1502,0.6288
"484",0,"pier",121,-7.3002,0.1498
"493",1,"beach",124,-6.174,0.2537
"494",0,"boat",124,-7.4088,0.2339
"495",0,"charter",124,-9.2588,0.6288
"496",0,"pier",124,-6.174,0.1498
"497",0,"beach",125,-12.077,0.0678
"498",1,"boat",125,-5.574,0.0102
"499",0,"charter",125,-9.074,0.0209
"500",0,"pier",125,-12.077,0.0789
"501",0,"beach",126,-14.677,0.0678
"502",0,"boat",126,-6.774,0.0102
"503",1,"charter",126,-10.274,0.0209
"504",0,"pier",126,-14.677,0.0789
"517",0,"beach",130,-20.527,0.0678
"518",1,"boat",130,-9.474,0.0102
"519",0,"charter",130,-12.974,0.0209
"520",0,"pier",130,-20.527,0.0789
"521",0,"beach",131,-20.527,0.0678
"522",1,"boat",131,-9.474,0.0108
"523",0,"charter",131,-12.974,0.2377
"524",0,"pier",131,-20.527,0.0025
"533",0,"beach",134,-10.8966,0.0678
"534",1,"boat",134,-2.574,0.0143
"535",0,"charter",134,-5.524,0.0289
"536",0,"pier",134,-10.8966,0.0503
"537",0,"beach",135,-28.6766,0.0678
"538",1,"boat",135,-6.774,0.0143
"539",0,"charter",135,-9.724,0.0289
"540",0,"pier",135,-28.6766,0.0503
"573",0,"beach",144,-4.9062,0.0678
"574",0,"boat",144,-5.032,0.0108
"575",1,"charter",144,-8.532,0.2377
"576",0,"pier",144,-4.9062,0.0025
"577",0,"beach",145,-33.3258,0.5333
"578",1,"boat",145,-9.4506,0.2413
"579",0,"charter",145,-12.9506,1.0266
"580",0,"pier",145,-33.3258,0.4522
"585",0,"beach",147,-16.6698,0.2537
"586",0,"boat",147,-16.6698,0.0626
"587",1,"charter",147,-18.5198,0.2773
"588",0,"pier",147,-16.6698,0.0014
"589",0,"beach",148,-25.2858,0.5333
"590",0,"boat",148,-7.1706,0.0156
"591",1,"charter",148,-10.6706,0.0058
"592",0,"pier",148,-25.2858,0.4522
"597",0,"beach",150,-21.2658,0.5333
"598",0,"boat",150,-6.0306,0.0156
"599",1,"charter",150,-9.5306,0.0058
"600",0,"pier",150,-21.2658,0.4522
"609",0,"beach",153,-13.935,0.1049
"610",1,"boat",153,-6.3172,0.0613
"611",0,"charter",153,-8.7172,0.3087
"612",0,"pier",153,-13.935,0.0079
"617",0,"beach",155,-32.331,0.5333
"618",1,"boat",155,-5.6372,0.2413
"619",0,"charter",155,-9.1372,1.0266
"620",0,"pier",155,-32.331,0.4522
"621",0,"beach",156,-7.1214,0.0678
"622",1,"boat",156,-7.1214,0.0276
"623",0,"charter",156,-9.6214,0.0029
"624",0,"pier",156,-7.1214,0.0503
"625",0,"beach",157,-9.435,0.1049
"626",1,"boat",157,-4.2772,0.1574
"627",0,"charter",157,-6.6772,0.4671
"628",0,"pier",157,-9.435,0.0451
"637",0,"beach",160,-20.631,0.5333
"638",0,"boat",160,-3.5972,0.2413
"639",1,"charter",160,-7.0972,1.0266
"640",0,"pier",160,-20.631,0.4522
"641",0,"beach",161,-24.531,0.5333
"642",0,"boat",161,-4.2772,0.0051
"643",1,"charter",161,-7.7772,1.0266
"644",0,"pier",161,-24.531,0.4522
"645",0,"beach",162,-20.631,0.5333
"646",0,"boat",162,-3.5972,0.2413
"647",1,"charter",162,-7.0972,1.0266
"648",0,"pier",162,-20.631,0.4522
"669",0,"beach",168,-10.4414,0.0678
"670",1,"boat",168,-9.435,0.0143
"671",0,"charter",168,-12.385,0.0289
"672",0,"pier",168,-10.4414,0.0503
"673",1,"beach",169,-12.435,0.2537
"674",0,"boat",169,-12.435,0.2339
"675",0,"charter",169,-14.285,0.6288
"676",0,"pier",169,-12.435,0.1498
"677",0,"beach",170,-10.4414,0.0678
"678",0,"boat",170,-10.4414,0.2601
"679",1,"charter",170,-12.9414,0.5391
"680",0,"pier",170,-10.4414,0.0503
"685",0,"beach",172,-33.534,0.5333
"686",1,"boat",172,-7.29,0.0361
"687",0,"charter",172,-10.79,0.4216
"688",0,"pier",172,-33.534,0.0069
"701",0,"beach",176,-2.9172,0.0678
"702",0,"boat",176,-6.435,0.0897
"703",1,"charter",176,-9.935,1.0905
"704",0,"pier",176,-2.9172,0.0789
"713",0,"beach",179,-36.231,0.5333
"714",1,"boat",179,-6.3172,0.2413
"715",0,"charter",179,-9.8172,1.0266
"716",0,"pier",179,-36.231,0.4522
"729",0,"beach",183,-18.6208,0.5333
"730",0,"boat",183,-4.0204,0.2413
"731",1,"charter",183,-7.5204,1.0266
