"","mode","alt","chid","X1.0","X0.1"
"1",0,"beach",1,-15.793,0.0678
"2",0,"boat",1,-15.793,0.2601
"3",1,"charter",1,-18.293,0.5391
"4",0,"pier",1,-15.793,0.0503
"5",0,"beach",2,-1.5114,0.1049
"6",0,"boat",2,-1.0534,0.1574
"7",1,"charter",2,-3.4534,0.4671
"8",0,"pier",2,-1.5114,0.0451
"13",0,"beach",4,-1.5134,0.0678
"14",0,"boat",4,-5.593,0.1643
"15",0,"charter",4,-8.493,0.5391
"16",1,"pier",4,-1.5134,0.0789
"17",0,"beach",5,-10.693,0.0678
"18",1,"boat",5,-4.1514,0.1082
"19",0,"charter",5,-7.1014,0.324
"20",0,"pier",5,-10.693,0.0503
"41",0,"beach",11,-3.4914,0.1049
"42",0,"boat",11,-2.4334,0.1574
"43",0,"charter",11,-4.8334,0.4671
"44",1,"pier",11,-3.4914,0.0451
"45",0,"beach",12,-31.2144,0.5333
"46",1,"boat",12,-1.6722,0.2413
"47",0,"charter",12,-5.1722,1.0266
"48",0,"pier",12,-31.2144,0.4522
"57",1,"beach",15,-7.4514,0.2537
"58",0,"boat",15,-7.4514,0.2339
"59",0,"charter",15,-9.3014,0.6288
"60",0,"pier",15,-7.4514,0.1498
"65",1,"beach",17,-4.8114,0.1049
"66",0,"boat",17,-3.3534,0.1574
"67",0,"charter",17,-5.7534,0.4671
"68",0,"pier",17,-4.8114,0.0451
"69",0,"beach",18,-3.3462,0.1049
"70",0,"boat",18,-0.7722,0.0613
"71",0,"charter",18,-3.1722,0.3087
"72",1,"pier",18,-3.3462,0.0079
"73",0,"beach",19,-21.1344,0.5333
"74",1,"boat",19,-1.1322,0.0361
"75",0,"charter",19,-4.6322,0.4216
"76",0,"pier",19,-21.1344,0.0069
"77",0,"beach",20,-4.9062,0.1049
"78",1,"boat",20,-1.1322,0.1574
"79",0,"charter",20,-3.5322,0.4671
"80",0,"pier",20,-4.9062,0.0451
"81",0,"beach",21,-34.5744,0.5333
"82",0,"boat",21,-1.8522,0.0156
"83",1,"charter",21,-5.3522,0.0058
"84",0,"pier",21,-34.5744,0.4522
"89",0,"beach",23,-10.0674,0.5333
"90",1,"boat",23,-1.5134,0.1665
"91",0,"charter",23,-5.0134,0.3975
"92",0,"pier",23,-10.0674,0.4522
"97",0,"beach",25,-3.3462,0.0678
"98",0,"boat",25,-3.432,0.0559
"99",1,"charter",25,-6.932,0.6456
"100",0,"pier",25,-3.3462,0.0789
"109",0,"beach",28,-7.2462,0.0678
"110",1,"boat",28,-7.432,0.0897
"111",0,"charter",28,-10.932,1.0905
"112",0,"pier",28,-7.2462,0.0789
"117",0,"beach",30,-13.1274,0.5333
"118",0,"boat",30,-1.9734,0.0156
"119",1,"charter",30,-5.4734,0.0058
"120",0,"pier",30,-13.1274,0.4522
"125",0,"beach",32,-4.9062,0.1049
"126",0,"boat",32,-1.1322,0.0613
"127",1,"charter",32,-3.5322,0.3087
"128",0,"pier",32,-4.9062,0.0079
"133",1,"beach",34,-0.9522,0.0678
"134",0,"boat",34,-7.8292,0.0014
"135",0,"charter",34,-10.7292,0.0029
"136",0,"pier",34,-0.9522,0.0789
"137",0,"beach",35,-2.5662,0.1049
"138",0,"boat",35,-0.5922,0.0613
"139",0,"charter",35,-2.9922,0.3087
"140",1,"pier",35,-2.5662,0.0079
"141",0,"beach",36,-14.4144,0.5333
"142",0,"boat",36,-0.7722,0.0361
"143",1,"charter",36,-4.2722,0.4216
"144",0,"pier",36,-14.4144,0.0069
"161",0,"beach",41,-1.0296,0.0678
"162",1,"boat",41,-4.6332,0.1643
"163",0,"charter",41,-7.5332,0.5391
"164",0,"pier",41,-1.0296,0.0789
"165",0,"beach",42,-1.0296,0.0678
"166",0,"boat",42,-5.4912,0.0897
"167",1,"charter",42,-8.9912,1.0905
"168",0,"pier",42,-1.0296,0.0789
"169",0,"beach",43,-23.1472,0.5333
"170",1,"boat",43,-1.5096,0.2413
"171",0,"charter",43,-5.0096,1.0266
