"","mode","alt","chid","X1.0","X0.1"
"1",0,"beach",1,-15.793,0.0678
"2",0,"boat",1,-15.793,0.2601
"3",1,"charter",1,-18.293,0.5391
"4",0,"pier",1,-15.793,0.0503
"5",0,"beach",2,-1.5114,0.1049
"6",0,"boat",2,-1.0534,0.1574
"7",1,"charter",2,-3.4534,0.4671
"8",0,"pier",2,-1.5114,0.0451
"21",0,"beach",6,-19.2474,0.5333
"22",0,"boat",6,-2.8934,0.1665
"23",1,"charter",6,-6.3934,0.3975
"24",0,"pier",6,-19.2474,0.4522
"37",0,"beach",10,-2.8314,0.2537
"38",1,"boat",10,-2.8314,0.0233
"39",0,"charter",10,-4.6814,0.0219
"40",0,"pier",10,-2.8314,0.1498
"53",0,"beach",14,-1.5134,0.0678
"54",0,"boat",14,-5.593,0.0014
"55",0,"charter",14,-8.493,0.0029
"56",1,"pier",14,-1.5134,0.0789
"73",0,"beach",19,-21.1344,0.5333
"74",1,"boat",19,-1.1322,0.0361
"75",0,"charter",19,-4.6322,0.4216
"76",0,"pier",19,-21.1344,0.0069
"81",0,"beach",21,-34.5744,0.5333
"82",0,"boat",21,-1.8522,0.0156
"83",1,"charter",21,-5.3522,0.0058
"84",0,"pier",21,-34.5744,0.4522
"93",0,"beach",24,-2.8314,0.1049
"94",0,"boat",24,-1.9734,0.0613
"95",1,"charter",24,-4.3734,0.3087
"96",0,"pier",24,-2.8314,0.0079
"97",0,"beach",25,-3.3462,0.0678
"98",0,"boat",25,-3.432,0.0559
"99",1,"charter",25,-6.932,0.6456
"100",0,"pier",25,-3.3462,0.0789
"101",1,"beach",26,-6.7784,0.5333
"102",0,"boat",26,-1.7862,0.2413
"103",0,"charter",26,-5.2862,1.0266
"104",0,"pier",26,-6.7784,0.4522
"105",0,"beach",27,-5.032,0.1049
"106",0,"boat",27,-4.9062,0.1574
"107",0,"charter",27,-7.3062,0.4671
"108",1,"pier",27,-5.032,0.0451
"117",0,"beach",30,-13.1274,0.5333
"118",0,"boat",30,-1.9734,0.0156
"119",1,"charter",30,-5.4734,0.0058
"120",0,"pier",30,-13.1274,0.4522
"129",0,"beach",33,-3.3462,0.1049
"130",1,"boat",33,-0.7722,0.0023
"131",0,"charter",33,-3.1722,0.0046
"132",0,"pier",33,-3.3462,0.0451
"141",0,"beach",36,-14.4144,0.5333
"142",0,"boat",36,-0.7722,0.0361
"143",1,"charter",36,-4.2722,0.4216
"144",0,"pier",36,-14.4144,0.0069
"145",0,"beach",37,-12.0004,0.0678
"146",0,"boat",37,-25.264,0.0014
"147",0,"charter",37,-28.164,0.0029
"148",1,"pier",37,-12.0004,0.0789
"153",0,"beach",39,-11.5808,0.5333
"154",0,"boat",39,-2.5004,0.0156
"155",1,"charter",39,-6.0004,0.0058
"156",0,"pier",39,-11.5808,0.4522
"161",0,"beach",41,-1.0296,0.0678
"162",1,"boat",41,-4.6332,0.1643
"163",0,"charter",41,-7.5332,0.5391
"164",0,"pier",41,-1.0296,0.0789
"169",0,"beach",43,-23.1472,0.5333
"170",1,"boat",43,-1.5096,0.2413
"171",0,"charter",43,-5.0096,1.0266
"172",0,"pier",43,-23.1472,0.4522
"173",0,"beach",44,-5.9248,0.2537
"174",0,"boat",44,-18.6208,0.7369
"175",1,"charter",44,-21.1208,2.3101
"176",0,"pier",44,-5.9248,0.1498
"181",0,"beach",46,-1.9896,0.0678
"182",0,"boat",46,-8.9532,0.0014
"183",0,"charter",46,-11.8532,0.0029
"184",1,"pier",46,-1.9896,0.0789
"185",0,"beach",47,-34.1872,0.5333
"186",0,"boat",47,-2.2296,0.2413
"187",1,"charter",47,-5.7296,1.0266
"188",0,"pier",47,-34.1872,0.4522
"201",0,"beach",51,-17.7744,0.5333
"202",0,"boat",51,-0.9522,0.0156
"203",1,"charter",51,-4.4522,0.0058
"204",0,"pier",51,-17.7744,0.4522
"213",0,"beach",54,-7.0074,0.5333
"214",1,"boat",54,-1.0534,0.0361
"215",0,"charter",54,-4.5534,0.4216
